,symbol,name,engname,tradetype,lasttrade,prevclose,open,high,low,volume,amount,ticktime,buy,sell,pricechange,changepercent
164,00189,东岳集团,DONGYUE GROUP,EQTY,9.060,8.940,8.990,9.200,8.940,12302000,111217360,2024-06-13 16:08:15,9.050,9.060,0.120,1.3422819
165,00191,丽新国际,LAI SUN INT'L,EQTY,0.670,0.670,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.630,0.740,0.000,0.0000000
166,00193,冠中地产,CAPITAL ESTATE,EQTY,0.395,0.350,0.375,0.460,0.375,1034250,429513,2024-06-13 16:08:15,0.390,0.400,0.045,12.8571429
167,00194,廖创兴企业,LIU CHONG HING,EQTY,4.900,4.900,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,4.700,4.900,0.000,0.0000000
168,00195,绿科科技国际,GREENTECH INTL,EQTY,0.360,0.370,0.370,0.385,0.360,72000,26660,2024-06-13 16:08:15,0.360,0.375,-0.010,-2.7027027
169,00196,宏华集团,HONGHUA GROUP,EQTY,0.094,0.090,0.090,0.095,0.090,1900000,175496,2024-06-13 16:08:15,0.093,0.094,0.004,4.4444444
170,00197,亨泰,HENG TAI,EQTY,0.340,0.340,0.000,0.000,0.000,259,76,2024-06-13 16:08:15,0.320,0.340,0.000,0.0000000
171,00199,德祥地产,ITC PROPERTIES,EQTY,0.420,0.420,0.405,0.420,0.405,80000,32605,2024-06-13 16:08:15,0.410,0.420,0.000,0.0000000
172,00200,新濠国际发展,MELCO INT'L DEV,EQTY,5.960,5.900,5.900,6.010,5.860,1743694,10368179,2024-06-13 16:08:15,5.930,5.960,0.060,1.0169492
173,00201,华大酒店,MAGNIFICENT,EQTY,0.080,0.080,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.077,0.085,0.000,0.0000000
174,00202,润中国际控股,EVERCHINA INT'L,EQTY,0.118,0.116,0.117,0.118,0.115,260000,30415,2024-06-13 16:08:15,0.115,0.118,0.002,1.7241379
175,00204,资本界金控,CAPITAL REALM,EQTY,0.560,0.530,0.600,0.590,0.510,100000,56600,2024-06-13 16:08:15,0.510,0.560,0.030,5.6603774
176,00205,财讯传媒,SEEC MEDIA,EQTY,0.226,0.226,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.226,0.250,0.000,0.0000000
177,00206,华商能源,CM-ENERGY,EQTY,0.210,0.215,0.216,0.216,0.207,373000,78246,2024-06-13 16:08:15,0.210,0.216,-0.005,-2.3255814
178,00207,大悦城地产,JOY CITY PPT,EQTY,0.245,0.245,0.248,0.248,0.240,3316000,798402,2024-06-13 16:08:15,0.243,0.245,0.000,0.0000000
179,00209,瀛晟科学(新),WINSHINESCI-NEW,EQTY,0.220,0.240,0.248,0.248,0.220,24000,5424,2024-06-13 16:08:15,0.203,0.247,-0.020,-8.3333333
180,00210,达芙妮国际,DAPHNE INT'L,EQTY,0.176,0.167,0.168,0.176,0.168,326000,56462,2024-06-13 16:08:15,0.165,0.178,0.009,5.3892216
181,00211,STYLAND HOLD,STYLAND HOLD,EQTY,0.162,0.163,0.163,0.163,0.162,60000,9730,2024-06-13 16:08:15,0.158,0.163,-0.001,-0.6134969
182,00212,南洋集团,NANYANG HOLD,EQTY,25.700,25.700,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,25.500,26.500,0.000,0.0000000
183,00213,乐声电子,NATIONAL ELEC H,EQTY,0.590,0.590,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.580,0.800,0.000,0.0000000
184,00214,汇汉控股,ASIA ORIENT,EQTY,0.470,0.465,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.470,0.490,0.005,1.0752688
185,00215,和记电讯香港,HUTCHTEL HK,EQTY,0.980,0.990,0.990,0.990,0.970,4582000,4493550,2024-06-13 16:08:15,0.970,0.980,-0.010,-1.0101010
186,00216,建业实业,CHINNEY INV,EQTY,0.800,0.800,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.770,0.820,0.000,0.0000000
187,00217,中国诚通发展集团,CHINA CHENGTONG,EQTY,0.089,0.085,0.090,0.090,0.084,364000,31788,2024-06-13 16:08:15,0.085,0.089,0.004,4.7058824
188,00218,申万宏源香港,SWHYHK,EQTY,0.325,0.320,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.325,0.350,0.005,1.5625000
189,00219,顺豪物业,SHUNHO PROPERTY,EQTY,0.810,0.800,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.810,0.820,0.010,1.2500000
190,00220,统一企业中国,U-PRESID CHINA,EQTY,7.140,6.800,6.990,7.190,6.880,11629300,82084983,2024-06-13 16:08:15,7.140,7.150,0.340,5.0000000
191,00222,闽信集团,MIN XIN HOLD,EQTY,2.410,2.370,2.400,2.450,2.380,466000,1121380,2024-06-13 16:08:15,2.360,2.490,0.040,1.6877637
192,00223,易生活控股,ELIFE HLDGS,EQTY,0.202,0.209,0.215,0.228,0.200,5820000,1210100,2024-06-13 16:08:15,0.199,0.205,-0.007,-3.3492823
193,00224,建生国际,PIONEER GLOBAL,EQTY,0.690,0.690,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.620,0.690,0.000,0.0000000
194,00225,博富临置业,POKFULAM,EQTY,5.200,5.200,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,5.200,5.250,0.000,0.0000000
195,00226,力宝,LIPPO,EQTY,0.910,0.900,0.910,0.910,0.900,101000,90930,2024-06-13 16:08:15,0.910,0.930,0.010,1.1111111
196,00227,第一上海,FIRST SHANGHAI,EQTY,0.133,0.134,0.134,0.134,0.133,256000,34192,2024-06-13 16:08:15,0.126,0.145,-0.001,-0.7462687
197,00228,中能控股,CHINA ENERGY,EQTY,0.099,0.100,0.100,0.100,0.096,2034000,201536,2024-06-13 16:08:15,0.096,0.099,-0.001,-1.0000000
198,00229,利民实业,RAYMOND IND,EQTY,1.010,1.010,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.970,1.010,0.000,0.0000000
199,00230,五矿地产,MINMETALS LAND,EQTY,0.480,0.425,0.435,0.480,0.400,200000,86750,2024-06-13 16:08:15,0.430,0.480,0.055,12.9411765
200,00232,大陆航空科技控股,CON AERO TECH,EQTY,0.156,0.162,0.161,0.162,0.150,20742000,3195756,2024-06-13 16:08:15,0.153,0.156,-0.006,-3.7037037
201,00234,新世纪集团,NEW CENTURY GP,EQTY,0.044,0.044,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.042,0.045,0.000,0.0000000
202,00235,中策资本控股,CSC HOLDINGS,EQTY,0.025,0.024,0.024,0.025,0.024,4595000,111730,2024-06-13 16:08:15,0.024,0.025,0.001,4.1666667
203,00236,香港生力啤,SAN MIGUEL HK,EQTY,0.930,0.930,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.930,0.960,0.000,0.0000000
204,00237,安全货仓,SAFETY GODOWN,EQTY,2.000,2.000,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.900,2.080,0.000,0.0000000
205,00239,白花油,PAK FAH YEOW,EQTY,2.490,2.450,2.500,2.500,2.490,25000,62375,2024-06-13 16:08:15,2.380,2.500,0.040,1.6326531
206,00240,利基控股,BUILD KING HOLD,EQTY,1.030,1.030,1.030,1.030,1.030,60000,61800,2024-06-13 16:08:15,1.020,1.040,0.000,0.0000000
207,00241,阿里健康,ALI HEALTH,EQTY,3.610,3.550,3.590,3.660,3.550,38939364,139844440,2024-06-13 16:08:15,3.600,3.610,0.060,1.6901408
208,00242,信德集团,SHUN TAK HOLD,EQTY,0.750,0.740,0.750,0.750,0.730,1038000,770820,2024-06-13 16:08:15,0.740,0.750,0.010,1.3513514
209,00243,品质国际,QPL INT'L,EQTY,0.185,0.185,0.000,0.000,0.000,3750,648,2024-06-13 16:08:15,0.093,0.185,0.000,0.0000000
210,00244,先施,SINCERE,EQTY,0.220,0.220,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.216,0.225,0.000,0.0000000
211,00245,中薇金融,CHINA VERED FIN,EQTY,0.067,0.068,0.068,0.070,0.067,144862000,9886784,2024-06-13 16:08:15,0.067,0.069,-0.001,-1.4705882
212,00247,尖沙咀置业,TST PROPERTIES,EQTY,18.000,18.000,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,17.200,19.500,0.000,0.0000000
213,00248,香港通讯国际控股,HKC INT'L HOLD,EQTY,0.030,0.030,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.026,0.030,0.000,0.0000000
214,00251,爪哇控股,SEA HOLDINGS,EQTY,1.600,1.600,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.550,1.740,0.000,0.0000000
215,00252,华信地产财务,SE ASIA PPT,EQTY,2.550,2.550,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,2.140,3.000,0.000,0.0000000
216,00253,顺豪控股,SHUNHO HOLDINGS,EQTY,0.680,0.650,0.680,0.680,0.680,10000,6800,2024-06-13 16:08:15,0.660,0.710,0.030,4.6153846
217,00254,国家联合资源,NUR HOLDINGS,EQTY,0.075,0.079,0.076,0.076,0.073,2187600,163929,2024-06-13 16:08:15,0.074,0.075,-0.004,-5.0632911
218,00255,龙记集团,LUNG KEE,EQTY,1.260,1.260,1.260,1.260,1.250,98000,122960,2024-06-13 16:08:15,1.230,1.270,0.000,0.0000000
219,00256,冠城钟表珠宝,CITYCHAMP,EQTY,1.000,1.020,1.010,1.010,0.990,2292000,2291720,2024-06-13 16:08:15,1.000,1.010,-0.020,-1.9607843
220,00257,光大环境,EB ENVIRONMENT,EQTY,3.690,3.640,3.640,3.770,3.640,22858000,84821974,2024-06-13 16:08:15,3.680,3.690,0.050,1.3736264
221,00258,汤臣集团,TOMSON GROUP,EQTY,1.930,1.930,1.930,2.000,1.930,406000,803800,2024-06-13 16:08:15,1.920,1.960,0.000,0.0000000
222,00259,亿都(国际控股),YEEBO (INT'L H),EQTY,3.040,3.180,3.120,3.120,3.040,120000,370040,2024-06-13 16:08:15,3.030,3.060,-0.140,-4.4025157
223,00260,幸福控股,AVIC JOY HLDG,EQTY,0.010,0.010,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.000,0.010,0.000,0.0000000
224,00261,GBA集团,GBA HOLDINGS,EQTY,0.365,0.345,0.360,0.380,0.340,4547440,1643910,2024-06-13 16:08:15,0.360,0.365,0.020,5.7971014
225,00262,迪臣发展国际,DESON DEV INT'L,EQTY,0.059,0.061,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.058,0.059,-0.002,-3.2786885
226,00264,中联发展控股,CN INT DEV CORP,EQTY,1.030,1.030,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.030,1.130,0.000,0.0000000
227,00265,东胜智慧城市服务,OV SERVICES,EQTY,0.023,0.023,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.022,0.023,0.000,0.0000000
228,00266,天德地产,TIAN TECK LAND,EQTY,2.000,2.000,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.950,2.000,0.000,0.0000000
229,00267,中信股份,CITIC,EQTY,7.640,7.620,7.710,7.750,7.550,16613101,126530521,2024-06-13 16:08:15,7.640,7.650,0.020,0.2624672
230,00268,金蝶国际,KINGDEE INT'L,EQTY,7.930,7.960,8.090,8.230,7.880,13491418,107789750,2024-06-13 16:08:15,7.930,7.940,-0.030,-0.3768844
231,00269,中国资源交通,CRTG,EQTY,0.010,0.010,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.000,0.010,0.000,0.0000000
232,00270,粤海投资,GUANGDONG INV,EQTY,4.610,4.580,4.560,4.670,4.560,8930535,41301711,2024-06-13 16:08:15,4.610,4.620,0.030,0.6550218
233,00271,亚证地产,ASIASEC PPT,EQTY,0.193,0.194,0.193,0.193,0.193,12000,2316,2024-06-13 16:08:15,0.193,0.196,-0.001,-0.5154639
234,00272,瑞安房地产,SHUI ON LAND,EQTY,0.680,0.690,0.700,0.700,0.680,11178868,7646609,2024-06-13 16:08:15,0.680,0.690,-0.010,-1.4492754
235,00274,复兴亚洲,RA SILK ROAD,EQTY,0.048,0.046,0.048,0.048,0.045,224050,10477,2024-06-13 16:08:06,0.049,0.054,0.002,4.3478261
236,00276,蒙古能源,MONGOLIA ENERGY,EQTY,0.660,0.690,0.640,0.660,0.640,38550,25200,2024-06-13 16:08:15,0.660,0.710,-0.030,-4.3478261
237,00277,太兴置业,TERN PROPERTIES,EQTY,1.950,1.950,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.750,1.950,0.000,0.0000000
238,00279,裕承科金,ARTA TECHFIN,EQTY,0.025,0.026,0.027,0.027,0.025,2686000,67712,2024-06-13 16:08:15,0.025,0.026,-0.001,-3.8461538
239,00280,景福集团,KING FOOK HOLD,EQTY,0.400,0.400,0.395,0.400,0.385,903000,351635,2024-06-13 16:08:15,0.390,0.400,0.000,0.0000000
240,00285,比亚迪电子,BYD ELECTRONIC,EQTY,37.500,36.100,36.800,38.000,36.700,9449528,354619951,2024-06-13 16:08:15,37.500,37.550,1.400,3.8781163
241,00286,爱帝宫,AIDIGONG,EQTY,0.047,0.045,0.045,0.048,0.044,25078000,1152412,2024-06-13 16:08:15,0.046,0.047,0.002,4.4444444
242,00287,永发置业,WINFAIR INV,EQTY,3.900,3.900,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,3.610,4.400,0.000,0.0000000
243,00288,万洲国际,WH GROUP,EQTY,5.170,5.070,5.080,5.180,5.050,19754289,101202518,2024-06-13 16:08:15,5.160,5.170,0.100,1.9723866
244,00289,永安国际,WING ON CO,EQTY,12.080,12.080,12.100,12.100,12.080,29000,350580,2024-06-13 16:08:15,12.080,12.380,0.000,0.0000000
245,00290,国富创新,GOFINTECH INNOV,EQTY,0.750,0.750,0.760,0.770,0.750,4806600,3647952,2024-06-13 16:08:15,0.740,0.750,0.000,0.0000000
246,00291,华润啤酒,CHINA RES BEER,EQTY,29.800,29.650,30.300,30.700,29.500,14682071,439981214,2024-06-13 16:08:15,29.700,29.800,0.150,0.5059022
247,00292,泛海酒店,ASIA STD HOTEL,EQTY,0.075,0.082,0.074,0.075,0.074,116320,8586,2024-06-13 16:08:15,0.074,0.083,-0.007,-8.5365854
248,00293,国泰航空,CATHAY PAC AIR,EQTY,8.350,8.100,8.200,8.380,8.130,18338967,151991464,2024-06-13 16:08:15,8.330,8.350,0.250,3.0864198
249,00294,长江制衣,YANGTZEKIANG,EQTY,1.400,1.400,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.250,1.460,0.000,0.0000000
250,00295,江山控股,KONG SUN HOLD,EQTY,0.019,0.020,0.019,0.019,0.017,7125000,130725,2024-06-13 16:08:15,0.019,0.020,-0.001,-5.0000000
251,00296,英皇娱乐酒店,EMPEROR E HOTEL,EQTY,0.410,0.410,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.410,0.430,0.000,0.0000000
252,00297,中化化肥,SINOFERT,EQTY,0.900,0.901,0.920,0.920,0.900,1988000,1799420,2024-06-13 16:08:15,0.900,0.910,-0.001,-0.1109878
253,00298,庄士中国,CHUANG'S CHINA,EQTY,0.120,0.120,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.115,0.120,0.000,0.0000000
254,00299,宝新置地,GLORY SUN LAND,EQTY,0.170,0.170,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.150,0.000,0.000,0.0000000
255,00301,三和精化,SANVO CHEMICALS,EQTY,1.160,1.210,1.180,1.180,1.160,4000,4680,2024-06-13 16:08:15,1.120,1.200,-0.050,-4.1322314
256,00302,中手游,CMGE,EQTY,1.150,1.170,1.190,1.190,1.140,33004000,38310800,2024-06-13 16:08:15,1.150,1.160,-0.020,-1.7094017
257,00303,伟易达集团,VTECH HOLDINGS,EQTY,56.700,54.300,54.300,56.700,54.300,492448,27701600,2024-06-13 16:08:15,56.550,56.700,2.400,4.4198895
258,00305,五菱汽车,WULING MOTORS,EQTY,0.370,0.375,0.375,0.380,0.355,3980000,1438100,2024-06-13 16:08:15,0.370,0.375,-0.005,-1.3333333
259,00306,冠忠巴士集团,KWOON CHUNG BUS,EQTY,1.660,1.660,1.660,1.660,1.660,48000,79680,2024-06-13 16:08:15,1.630,1.660,0.000,0.0000000
260,00308,香港中旅,CHINA TRAVEL HK,EQTY,1.200,1.210,1.210,1.210,1.190,660000,790940,2024-06-13 16:08:15,1.190,1.200,-0.010,-0.8264463
261,00309,新华通讯频媒,XH NEWS MEDIA,EQTY,0.062,0.061,0.063,0.063,0.062,334000,20858,2024-06-13 16:08:15,0.057,0.063,0.001,1.6393443
262,00310,嘉进投资国际,PROSP INV HOLD,EQTY,0.100,0.100,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.086,0.124,0.000,0.0000000
263,00311,联泰控股,LUEN THAI,EQTY,0.181,0.181,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.163,0.198,0.000,0.0000000
264,00312,岁宝百货,SHIRBLE STORE,EQTY,0.041,0.036,0.041,0.041,0.041,2000,82,2024-06-13 16:08:15,0.036,0.041,0.005,13.8888889
265,00313,裕田中国,RICHLY FIELD,EQTY,0.010,0.010,0.010,0.010,0.010,100000,1000,2024-06-13 16:08:15,0.010,0.011,0.000,0.0000000
266,00314,思派健康,SIPAI HEALTH,EQTY,6.020,5.850,5.650,6.120,5.650,1285200,7728724,2024-06-13 16:08:15,6.010,6.030,0.170,2.9059829
267,00315,数码通电讯,SMARTONE TELE,EQTY,3.700,3.680,3.700,3.700,3.670,115500,426255,2024-06-13 16:08:15,3.690,3.700,0.020,0.5434783
268,00316,东方海外国际,OOIL,EQTY,124.000,125.200,125.500,127.400,123.100,1084571,135157501,2024-06-13 16:08:15,124.000,124.100,-1.200,-0.9584665
269,00317,中船防务,COMEC,EQTY,15.160,14.780,14.740,15.360,14.660,2116000,32011320,2024-06-13 16:08:15,15.140,15.200,0.380,2.5710419
270,00318,黄河实业,VONGROUP,EQTY,0.335,0.345,0.335,0.335,0.335,11250,3706,2024-06-13 16:08:15,0.320,0.335,-0.010,-2.8985507
271,00320,金宝通,COMPUTIME,EQTY,0.415,0.400,0.405,0.415,0.405,378000,154470,2024-06-13 16:08:15,0.415,0.430,0.015,3.7500000
272,00321,德永佳集团,TEXWINCA HOLD,EQTY,1.220,1.260,1.280,1.280,1.190,1800000,2190700,2024-06-13 16:08:15,1.220,1.230,-0.040,-3.1746032
273,00322,康师傅控股,TINGYI,EQTY,9.510,9.200,9.280,9.580,9.280,7626400,72277336,2024-06-13 16:08:15,9.500,9.510,0.310,3.3695652
274,00323,马鞍山钢铁股份,MAANSHAN IRON,EQTY,1.160,1.170,1.180,1.180,1.150,2923490,3406090,2024-06-13 16:08:15,1.160,1.170,-0.010,-0.8547009
275,00326,中国星集团,CHINA STAR ENT,EQTY,0.740,0.740,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.690,0.750,0.000,0.0000000
276,00327,百富环球,PAX GLOBAL,EQTY,5.870,5.750,5.750,5.880,5.730,222000,1287920,2024-06-13 16:08:15,5.850,5.880,0.120,2.0869565
277,00328,ALCO HOLDINGS,ALCO HOLDINGS,EQTY,6.610,6.620,6.610,6.680,5.800,898400,5606556,2024-06-13 16:08:15,6.400,6.670,-0.010,-0.1510574
278,00329,东建国际,OCI INTL,EQTY,0.900,0.860,0.840,0.910,0.840,1144000,981520,2024-06-13 16:08:15,0.840,0.900,0.040,4.6511628
279,00330,思捷环球,ESPRIT HOLDINGS,EQTY,0.207,0.181,0.181,0.218,0.180,9721904,1979536,2024-06-13 16:08:15,0.205,0.207,0.026,14.3646409
280,00331,丰盛生活服务,FSE LIFESTYLE,EQTY,5.720,5.700,5.700,5.720,5.670,60000,341810,2024-06-13 16:08:15,5.680,5.750,0.020,0.3508772
281,00332,元亨燃气,YUANHENG GAS,EQTY,0.042,0.042,0.041,0.042,0.039,2952000,119172,2024-06-13 16:08:15,0.041,0.042,0.000,0.0000000
282,00333,黛丽斯国际,TOP FORM INT'L,EQTY,0.340,0.340,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.305,0.345,0.000,0.0000000
283,00334,华显光电,CH DISPLAY OPT,EQTY,0.206,0.205,0.205,0.206,0.205,56000,11512,2024-06-13 16:08:15,0.206,0.219,0.001,0.4878049
284,00335,美建集团,UPBEST GROUP,EQTY,0.720,0.720,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.700,0.720,0.000,0.0000000
285,00336,华宝国际,HUABAO INTL,EQTY,2.600,2.630,2.600,2.620,2.600,319000,831190,2024-06-13 16:08:15,2.590,2.600,-0.030,-1.1406844
286,00337,绿地香港,GREENLAND HK,EQTY,0.295,0.290,0.295,0.295,0.295,239000,70505,2024-06-13 16:08:15,0.280,0.295,0.005,1.7241379
287,00338,上海石油化工股份,SHANGHAI PECHEM,EQTY,1.120,1.110,1.110,1.130,1.110,2311076,2588295,2024-06-13 16:08:15,1.110,1.120,0.010,0.9009009
288,00339,核心经济投资,CORE ECON INV,EQTY,0.330,0.330,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.295,0.330,0.000,0.0000000
289,00340,潼关黄金,TONGGUAN GOLD,EQTY,0.530,0.530,0.510,0.530,0.510,1592000,811960,2024-06-13 16:08:15,0.510,0.530,0.000,0.0000000
290,00341,大家乐集团,CAFE DE CORAL H,EQTY,8.400,8.310,8.380,8.420,8.320,446000,3733070,2024-06-13 16:08:15,8.350,8.400,0.090,1.0830325
291,00343,文化传信,CULTURECOM HOLD,EQTY,0.223,0.188,0.207,0.245,0.203,2965000,635310,2024-06-13 16:08:15,0.212,0.223,0.035,18.6170213
292,00345,维他奶国际,VITASOY INT'L,EQTY,6.670,6.590,6.650,6.740,6.620,1275659,8514955,2024-06-13 16:08:15,6.660,6.680,0.080,1.2139605
293,00346,延长石油国际,YANCHANG PETRO,EQTY,0.410,0.400,0.405,0.410,0.405,25000,10115,2024-06-13 16:08:15,0.400,0.410,0.010,2.5000000
294,00347,鞍钢股份,ANGANG STEEL,EQTY,1.340,1.310,1.300,1.350,1.300,3460688,4592085,2024-06-13 16:08:15,1.330,1.340,0.030,2.2900763
295,00348,中国智能健康,CHINAHEALTHWISE,EQTY,0.066,0.047,0.053,0.066,0.053,3440000,196350,2024-06-13 16:08:15,0.062,0.066,0.019,40.4255319
296,00351,亚洲能源物流,ASIA ENERGY LOG,EQTY,0.238,0.237,0.244,0.248,0.238,370000,91560,2024-06-13 16:08:15,0.237,0.250,0.001,0.4219409
297,00352,富阳,FORTUNE SUN,EQTY,0.119,0.119,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.096,0.119,0.000,0.0000000
298,00353,能源国际投资,ENERGY INTINV,EQTY,0.920,0.890,0.900,0.920,0.890,3004010,2714928,2024-06-13 16:08:15,0.900,0.920,0.030,3.3707865
299,00354,中国软件国际,CHINASOFT INT'L,EQTY,4.190,4.010,4.060,4.220,4.050,26889417,112347082,2024-06-13 16:08:15,4.190,4.200,0.180,4.4887781
300,00355,世纪城市国际,CENTURY C INT'L,EQTY,0.197,0.204,0.205,0.205,0.193,190000,37878,2024-06-13 16:08:15,0.195,0.197,-0.007,-3.4313725
301,00356,鼎立资本,DT CAPITAL,EQTY,0.068,0.067,0.065,0.068,0.063,300000,19680,2024-06-13 16:08:15,0.067,0.070,0.001,1.4925373
302,00357,美兰空港,MEILAN AIRPORT,EQTY,8.580,8.450,8.590,8.660,8.460,184000,1574490,2024-06-13 16:08:15,8.500,8.580,0.130,1.5384615
303,00358,江西铜业股份,JIANGXI COPPER,EQTY,15.460,15.621,15.800,15.860,15.120,9246325,142020007,2024-06-13 16:08:15,15.440,15.460,-0.161,-1.0306638
304,00360,新焦点,NEW FOCUS AUTO,EQTY,0.123,0.095,0.099,0.128,0.096,317854000,35534834,2024-06-13 16:08:15,0.123,0.124,0.028,29.4736842
305,00361,顺龙控股,SINO GOLF HOLD,EQTY,0.049,0.049,0.049,0.055,0.048,16540000,837820,2024-06-13 16:08:15,0.048,0.049,0.000,0.0000000
306,00362,中国天化工,C ZENITH CHEM,EQTY,0.100,0.101,0.101,0.101,0.098,42297087,4223890,2024-06-13 16:08:15,0.098,0.100,-0.001,-0.9900990
307,00363,上海实业控股,SHANGHAI IND H,EQTY,11.860,11.740,11.740,11.960,11.660,811612,9577052,2024-06-13 16:08:15,11.840,11.920,0.120,1.0221465
308,00365,芯成科技,SINO ICT,EQTY,0.145,0.150,0.146,0.146,0.144,182000,26546,2024-06-13 16:08:15,0.140,0.145,-0.005,-3.3333333
309,00366,陆氏集团(越南),LUKS GROUP (VN),EQTY,0.810,0.810,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.810,0.920,0.000,0.0000000
310,00367,庄士机构国际,CHUANG'S INT'L,EQTY,0.395,0.410,0.390,0.400,0.390,175427,69867,2024-06-13 16:08:15,0.395,0.400,-0.015,-3.6585366
311,00368,德合集团,SUPERLAND GROUP,EQTY,0.235,0.230,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.235,0.242,0.005,2.1739130
312,00369,永泰地产,WING TAI PPT,EQTY,2.110,2.160,2.110,2.110,2.110,2000,4220,2024-06-13 16:08:15,2.020,2.130,-0.050,-2.3148148
313,00370,国华,CHINA BEST,EQTY,0.098,0.098,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.098,0.109,0.000,0.0000000
314,00371,北控水务集团,BJ ENT WATER,EQTY,2.490,2.490,2.440,2.560,2.440,35234000,87690920,2024-06-13 16:08:15,2.480,2.490,0.000,0.0000000
315,00372,保德国际发展,PT INTL DEV,EQTY,0.056,0.056,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.050,0.057,0.000,0.0000000
316,00373,联合集团,ALLIED GROUP,EQTY,1.510,1.510,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.490,1.820,0.000,0.0000000
317,00374,四洲集团,FOUR SEAS MER,EQTY,2.500,2.500,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,2.500,2.700,0.000,0.0000000
318,00375,YGM TRADING,YGM TRADING,EQTY,1.000,1.000,1.000,1.000,1.000,1000,1000,2024-06-13 16:08:15,1.000,1.100,0.000,0.0000000
319,00376,云锋金融,YUNFENG FIN,EQTY,0.950,0.950,0.880,0.960,0.880,36000,34060,2024-06-13 16:08:15,0.890,0.950,0.000,0.0000000
320,00377,中国华君,CHINA HUAJUN GP,EQTY,1.310,1.310,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.310,1.490,0.000,0.0000000
321,00379,恒嘉融资租赁,EG LEASING,EQTY,0.064,0.060,0.069,0.069,0.064,231000,15520,2024-06-13 16:08:15,0.059,0.064,0.004,6.6666667
322,00380,中国管业,CHINA PIPE,EQTY,0.104,0.105,0.105,0.105,0.105,12000,1260,2024-06-13 16:08:15,0.098,0.104,-0.001,-0.9523810
323,00381,侨雄国际,KIU HUNG INT'L,EQTY,0.135,0.135,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.129,0.136,0.000,0.0000000
324,00382,中汇集团,EDVANTAGE GROUP,EQTY,2.280,2.280,2.260,2.280,2.230,294000,664924,2024-06-13 16:08:15,2.260,2.280,0.000,0.0000000
325,00383,天安卓健,TIANAN MEDICARE,EQTY,0.690,0.690,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.660,0.770,0.000,0.0000000
326,00384,中国燃气,CHINA GAS HOLD,EQTY,7.400,7.280,7.380,7.520,7.300,12061368,89056942,2024-06-13 16:08:15,7.390,7.400,0.120,1.6483516
327,00385,建联集团,CHINNEY ALLI,EQTY,0.375,0.375,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.355,0.455,0.000,0.0000000
